goods_code_2,Description_2,indent,CODE_2,CODE_4,CODE_6,CODE_8,CODE_10,CODE_14
4000000000 80,RUBBER AND ARTICLES THEREOF,NULL,40,00,00,00,00,80
6500000000 80,HEADGEAR AND PARTS THEREOF,NULL,65,00,00,00,00,80
6600000000 80,"UMBRELLAS, SUN UMBRELLAS, WALKING STICKS, SEAT-STICKS, WHIPS, RIDING-CROPS AND PARTS THEREOF",NULL,66,00,00,00,00,80
6700000000 80,PREPARED FEATHERS AND DOWN AND ARTICLES MADE OF FEATHERS OR OF DOWN; ARTIFICIAL FLOWERS; ARTICLES OF HUMAN HAIR,NULL,67,00,00,00,00,80
6800000000 80,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS",NULL,68,00,00,00,00,80
4100000000 80,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,NULL,41,00,00,00,00,80
4200000000 80,"ARTICLES OF LEATHER; SADDLERY AND HARNESS; TRAVEL GOODS, HANDBAGS AND SIMILAR CONTAINERS; ARTICLES OF ANIMAL GUT (OTHER THAN SILKWORM GUT)",NULL,42,00,00,00,00,80
7400000000 80,COPPER AND ARTICLES THEREOF,NULL,74,00,00,00,00,80
8500000000 80,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS, AND PARTS AND ACCESSORIES OF SUCH ARTICLES",NULL,85,00,00,00,00,80
4300000000 80,FURSKINS AND ARTIFICIAL FUR; MANUFACTURES THEREOF,NULL,43,00,00,00,00,80
4400000000 80,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL,NULL,44,00,00,00,00,80
7500000000 80,NICKEL AND ARTICLES THEREOF,NULL,75,00,00,00,00,80
7600000000 80,ALUMINIUM AND ARTICLES THEREOF,NULL,76,00,00,00,00,80
4500000000 80,CORK AND ARTICLES OF CORK,NULL,45,00,00,00,00,80
9100000000 80,CLOCKS AND WATCHES AND PARTS THEREOF,NULL,91,00,00,00,00,80
9200000000 80,MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES,NULL,92,00,00,00,00,80
9300000000 80,ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF,NULL,93,00,00,00,00,80
9400000000 80,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHINGS; LAMPS AND LIGHTING FITTINGS, NOT ELSEWHERE SPECIFIED OR INCLUDED; ILLUMINATED SIGNS, ILLUMINATED NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS",NULL,94,00,00,00,00,80
9500000000 80,"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF",NULL,95,00,00,00,00,80
9600000000 80,MISCELLANEOUS MANUFACTURED ARTICLES,NULL,96,00,00,00,00,80
9700000000 80,"WORKS OF ART, COLLECTORS' PIECES AND ANTIQUES",NULL,97,00,00,00,00,80
9800000000 80,COMPLETE INDUSTRIAL PLANT,NULL,98,00,00,00,00,80
9900000000 80,SPECIAL COMBINED NOMENCLATURE CODES,NULL,99,00,00,00,00,80
8600000000 80,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL (INCLUDING ELECTROMECHANICAL) TRAFFIC SIGNALLING EQUIPMENT OF ALL KINDS",NULL,86,00,00,00,00,80
8700000000 80,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF",NULL,87,00,00,00,00,80
8800000000 80,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF",NULL,88,00,00,00,00,80
8900000000 80,"SHIPS, BOATS AND FLOATING STRUCTURES",NULL,89,00,00,00,00,80
9000000000 80,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING, CHECKING, PRECISION, MEDICAL OR SURGICAL INSTRUMENTS AND APPARATUS; PARTS AND ACCESSORIES THEREOF",NULL,90,00,00,00,00,80
